104082,1
241976,1
152358,1
4283,1
273042,1
241977,1
116557,1
132404,1
2811,1
313427,1
53017,1
196512,1
110000,1
124079,1
241978,1
313430,1
273043,1
313429,1
110001,1
313428,1
313431,1
41548,1
43971,1
241979,1
273044,1
132405,1
22,1
313432,1
6621,1
152359,1
152360,1
196514,1
313433,1
27191,1
179337,1
313434,1
44,1
51218,1
3561,1
2850,1
164824,1
85099,1
241980,1
152361,1
179336,1
217098,1
93767,1
196513,1
273045,1
74313,1
132406,1
179338,1
43972,1
49630,1
196515,1
273046,1
273048,1
164825,1
28396,1
110002,1
313435,1
273047,1
273050,1
313437,1
196516,1
273049,1
179339,1
19066,1
313438,1
56754,1
68349,1
179340,1
273051,1
313436,1
179341,1
241981,1
179342,1
241982,1
313440,1
313439,1
273052,1
110003,1
15604,1
217099,1
241983,1
98701,1
313441,1
85100,1
273054,1
124080,1
132407,1
273053,1
60907,1
71214,1
43973,1
217102,1
179343,1
63210,1
196517,1
217103,1
217100,1
273056,1
164826,1
49631,1
71215,1
54835,1
313443,1
273055,1
19067,1
60908,1
313444,1
132408,1
110004,1
313442,1
273057,1
217101,1
116558,1
217104,1
77606,1
54836,1
241985,1
241984,1
179344,1
196518,1
313445,1
110005,1
31942,1
48143,1
21663,1
93768,1
104083,1
141682,1
164827,1
5505,1
19068,1
51219,1
164828,1
110007,1
93769,1
179345,1
1760,1
152362,1
141683,1
77607,1
273058,1
116560,1
110006,1
313446,1
17467,1
110008,1
241986,1
41549,1
313449,1
6928,1
164829,1
241987,1
196520,1
19069,1
46675,1
217105,1
74314,1
46676,1
58776,1
217106,1
313448,1
19395,1
313451,1
196519,1
585,1
11282,1
14674,1
60909,1
26588,1
313450,1
77608,1
313447,1
36271,1
38325,1
313453,1
196521,1
104085,1
15111,1
313452,1
116559,1
12989,1
104084,1
273059,1
179346,1
313454,1
217107,1
42707,1
196522,1
1318,1
51221,1
313456,1
313457,1
241988,1
49632,1
273060,1
313455,1
152363,1
74315,1
152364,1
313459,1
313461,1
24417,1
51220,1
179347,1
81164,1
98702,1
217108,1
313458,1
65687,1
110009,1
3562,1
313460,1
6161,1
164830,1
313463,1
273061,1
42708,1
217109,1
124081,1
179349,1
179348,1
196524,1
241989,1
20867,1
313464,1
13173,1
196523,1
89200,1
85101,1
28397,1
24418,1
313465,1
241990,1
110010,1
89199,1
107,1
43974,1
132409,1
10975,1
273062,1
9318,1
313466,1
313462,1
241991,1
89201,1
164831,1
273064,1
164832,1
132410,1
273066,1
273063,1
196525,1
8030,1
273065,1
241992,1
179350,1
164833,1
313467,1
1784,1
152365,1
196526,1
132411,1
196527,1
217110,1
43975,1
217111,1
273067,1
23938,1
104086,1
164834,1
4935,1
241993,1
56755,1
164835,1
152367,1
116561,1
51222,1
1636,1
179351,1
98703,1
141684,1
313468,1
152366,1
12990,1
110011,1
40441,1
22144,1
164836,1
313470,1
313471,1
10018,1
42709,1
273068,1
273069,1
116562,1
313474,1
89202,1
241994,1
33565,1
54837,1
217112,1
313472,1
196528,1
4073,1
10691,1
313469,1
217114,1
85102,1
8884,1
1203,1
313473,1
3530,1
217113,1
85103,1
3781,1
132412,1
98704,1
822,1
179352,1
313475,1
141685,1
18061,1
132413,1
85104,1
313477,1
273071,1
9319,1
273073,1
313476,1
65688,1
217115,1
9109,1
132414,1
241995,1
196530,1
196529,1
74316,1
273074,1
217116,1
273072,1
37298,1
41550,1
10692,1
273070,1
48144,1
71216,1
124082,1
313478,1
313479,1
31943,1
65689,1
116563,1
273075,1
164837,1
56756,1
51223,1
217117,1
63211,1
42710,1
81165,1
601,1
85105,1
152368,1
313484,1
241996,1
164838,1
3751,1
179353,1
313481,1
273076,1
313482,1
8031,1
273077,1
217118,1
104087,1
152369,1
313480,1
313483,1
124083,1
3622,1
39412,1
27784,1
29038,1
313485,1
152370,1
71217,1
179354,1
273078,1
141686,1
58777,1
63212,1
313486,1
351,1
196531,1
152371,1
3664,1
15835,1
313487,1
164840,1
53018,1
6223,1
217119,1
71218,1
196532,1
63213,1
89203,1
196533,1
26041,1
164839,1
30487,1
20868,1
28398,1
16328,1
273080,1
81166,1
241997,1
273079,1
217120,1
152372,1
164841,1
179355,1
46677,1
241998,1
32706,1
3193,1
116564,1
19770,1
110012,1
313489,1
313488,1
313491,1
217121,1
85106,1
85107,1
196535,1
273081,1
77609,1
242000,1
3694,1
179356,1
63214,1
273083,1
273082,1
11434,1
1463,1
313490,1
242002,1
241999,1
7538,1
196534,1
242001,1
313494,1
48145,1
132415,1
164842,1
313493,1
6325,1
313492,1
14235,1
179357,1
104088,1
217122,1
313495,1
4007,1
141687,1
242003,1
93770,1
313496,1
141689,1
132416,1
273084,1
85108,1
313497,1
217123,1
196536,1
